text,category
Swargarathy pinthudarnna samudayathe allahu parakke nashipicha charithram raheemin ariyillayirikkum,Non-anti-LGBT+ content
അമേരിക്കയിൽ ഒക്കെ കണ്ടിരുന്ന ഇ പ്രതിഭാസം ഇങ് ഇ കൊച്ചു കേരളത്തിൽ വരെ എത്തി കുണ്ടി അടി വീണ്ടും വരികയാണോ എന്റെ shivane,Homophobic
killukkam petti athu bro ithonnum munb kandittillaathondaanu Its perfectly normal,Non-anti-LGBT+ content
Nammal ellam ille ivide,Non-anti-LGBT+ content
Jinu Jinesh കുണ്ട tharathil thalparyam ila kutta,Homophobic
ഞാൻ  ഒരു stree anu thazhe ezhuthiya comments ellam vayichu kure per ithine പിന്തുണ cheyyunnuennikkentho albhutham thonnunnuഗേ ennu parayunnathu bhinnalingamalla ennale parayunnathunormal anun anunm കാമം athuകൊണ്ട്  ennikkithu accept cheyyan pattunnillabhinnalingakkaranenkil ok,Homophobic
മീശയും താടിയും ആണും പെണ്ണും മുലയും യോനിയും ലിംഗവും ഒന്നുമല്ല,Non-anti-LGBT+ content
പോ മൈരേ കുണ്ടന്മ്മാർ ഉള്ളത് വടക്ക് ആണെന്ന് പണ്ടേ കാരണവന്മാർ ക്ക്‌ അറിയാം അതാ അവിടെ ഉള്ളവരെ കുണ്ടൻ എന്ന് വിളിക്കുന്നത്,Homophobic
ഷോർട്ട് ഫിലിം കുഴപ്പമില്ല പക്ഷേ എവിടെയെക്കയോ എന്തൊക്കെയോ മിസ്സ് ചെയ്യുന്നുഷോർട്ട് ഫിലിമിന് ആ പേരും നല്കേണ്ടായിരുന്നുമറ്റ് വല്ല പേര് നല്കിയാൽ മതിയായിരുന്നു,Non-anti-LGBT+ content
Karanam കുന്ദൻ mar kuduthalum njammante alkar thanne,Homophobic
Vrithikettvan maru,Non-anti-LGBT+ content
Njn sathyam paryam Pakuthi yatheem ghanakalilum madrasyilum sexual abuse nadakund,Non-anti-LGBT+ content
കുന്ദൻ  കുടുംബം aakum,Homophobic
Eathu deivam suhruthe,Non-anti-LGBT+ content
Renjini pilla Sreekutty evaru criminals aanu,Non-anti-LGBT+ content
മെന്റൽ ഇഷ്യൂ അല്ലെന്നു അറിയാം എന്നാലും മുംബൈ പോലീസ് ൽ പ്രിത്വിരാജ് ന്റെ ആന്റണി മോസസ് ബി ക് അത് മനസിലാകാതെ പോയതെന്താണ് ആ ഫിലിം mislead ചെയ്യുന്നുണ്ടോ,Non-anti-LGBT+ content
ഓവർ മേക്കപ്പ് ഒഴി വാക്കിയാൽ നന്നായിരുന്നു,Non-anti-LGBT+ content
അവർ അവരുടെ ജീവിതം തിരഞ്ഞെടുത്തു സന്തോഷത്തോടെ ജീവിക്കട്ടെ അവരെ സ്വതന്ത്രമായി ജീവിക്കാൻ വിടൂ ആർക്കും ശല്യവുമില്ല ആരുടെയും ഒന്നും ആവശ്യപ്പെടുന്നുമില്ല,Non-anti-LGBT+ content
ലോകം ഏകദേശം അവസാനിക്കാറായി,Homophobic
Rohit chandran nobody will laugho Uvveemayamohini chocolate meesamadhavan okke njaanum theatril ninnu thanne kandathaanu,Non-anti-LGBT+ content
I think eppozhathe newgeneration kurachm kuudi maari chindhikkunidu,Non-anti-LGBT+ content
Athu mathram clear ayi kandupidikunna mon chanaka sanghi ano Communistilo congressilo okke arelum homophobi paranjotundel athu paranju thaa Allathe vishakalakkethire parayumbo kammi chappa kuthi rakshapedathe mmmoone,Non-anti-LGBT+ content
Lokavasanam adukumpo undavunna karyangal quranil paranjatund brother proof,Homophobic
ട്രാൻസ്ജെന്റർ എന്നാൽ ജന്മനാൽ ഉള്ള ലിംഗാവസ്ഥയുടെ നേർ വിപരീതമായ അവസ്ഥയിൽ ജീവിക്കാൻ ആഗ്രഹിക്കുന്ന ആൾ ആണ് ശരീരത്തോടെ ജനിച്ചു സ്ത്രീയായി മാറുന്നവരും നേരെ തിരിച്ചുളവരും,Non-anti-LGBT+ content
മേക്കപ്പ് കുറയ്ക്കുക,Non-anti-LGBT+ content
അവർ അവർക് ഇഷ്ട്ടം ഉള്ളത് പോലെ ജീവിക്കുന്നെത്തിൽ എന്താ കൊയപ്പം,Non-anti-LGBT+ content
Kalikkalam analathe mattonum parayanilla,Non-anti-LGBT+ content
Edhokke മനുഷ്യൻ ചെയ്യുമ്പോൾ ആണ് തെറ്റ് പക്ഷി മൃഗം ചെയ്യുന്നതിൽ തെറ്റ് ഇല്ലേ,Non-anti-LGBT+ content
4 varshathin ippuram ivar parayunna prasnangalil ninnu nammude naadu orupaad purogamichu proud,Non-anti-LGBT+ content
Or otherwise same content english il koode upload cheyu chechi chechi chechi athyavassyam aayi subtitles idanam kooduthal aalkar change aayal its nice,Non-anti-LGBT+ content
വരവ് വെച്ചിരിക്കുന്നു ബേസിലേ,Non-anti-LGBT+ content
ഹോമോ സെക്സ് നമ്മുടെ സമൂഹത്തിൽ നല്ലത് ആണോ,Non-anti-LGBT+ content
ആശയ ദാരിദ്ര്യം ആണേൽ വേറെ വല്ല ജോലിയും എടുത്ത് ജീവിച്ചൂടെ കുണ്ടൻസ്,Non-anti-LGBT+ content
Poyi chavada Avar jevikatte Ne allalo money kodukune 2 divorce case poyallo,Non-anti-LGBT+ content
ഈ അസുഖക്കാരെ കാസറഗോഡ് ആകരുടെ കയ്യിൽ ഒരു മരുന്നുണ്ട് ഇവന്മാരെ ഒക്കെ മുള്ളുമരത്തിൽ കയറ്റി ഇറക്കും അതും തുണി ഇല്ലാതെ കൊല്ലുക,Homophobic
വെറും 14 വരുന്ന കാട്ടറബി ശരിയത്ത് ബാക്കി 84ത്തിൽ അധികം വരുന്ന ഭൂരിപക്ഷത്തോട് പ്രസംഗിക്കുന്നവർ മുറിക്കുന്നത് അവനോൻ ഇരിക്കുന്ന കൊമ്പാണ് ഹിന്ദുത്വക്കാർ മുസ്ലിങ്ങളോട് ചെയ്യുന്ന അതേ ഫാസിസമാണ് നിങ്ങൾ സഹ പൗരന്മാരോട് ചെയ്യാൻ ശ്രമിക്കുന്നത്,Non-anti-LGBT+ content
Concept kollam but story kurachu koodi develop cheyam aayirunnu ,Non-anti-LGBT+ content
Ee myranmare kollanam,Transphobic
Get Roast with Gaya3 ok  യുക്തിക്കു നിരക്കാത്തതാണ് but ഇത് പ്രൊമോട്ട് ചെയ്താൽ പോപുലേഷൻ കുറക്കാംso അതുവഴി രാജ്യത്തിൻറെ ഇക്കോണമി ഉയരും അതുകൊണ്ടു ഞാൻ ഇത് സപ്പോർട്ട് ചെയ്യുന്നു,Non-anti-LGBT+ content
DEPRAVED eda myre ninte mathathil pravachakan 6 vayass Ulla kuttiye rape chythatha thupole iyy gay kale ethirkunna Ella myre mathangalum ingane okke thanneya athonnum ninakk kozhpamille ippolum 20yh noottandinn vandi keratha manchoori vanamee  homosexuality 97 jeevikalilum kanappedarund ith natural aaytt ullathann avar control chyyunnathalla pinne avare kuttam parayan pattuo,Non-anti-LGBT+ content
കുന്ദൻ maar allathavar like adikk,Homophobic
aru paranju illan,Non-anti-LGBT+ content
Sreelakshmi Suresh athum ethum thammil enthu bendham,Non-anti-LGBT+ content
Arfath Pk mole ethra thamasa ala love jihad Nadakuna swabavam thanne Ann Evde indiayile oruvidham ala Muslim population undayathum Kore love jihad kond thaneya,Non-anti-LGBT+ content
One india news illathappo thoni nakkan poikkanun,Non-anti-LGBT+ content
Divorce ayalee any one watching after their divorce,Non-anti-LGBT+ content
Sreelakshmi Suresh orikkalum andhakarathe prekasham ennu vilikkarutu Thinmaye nanma ennu vilikkaruth Eppol ulla cheriya shatamanathe maatti edukkan shremikkendathinu pakaram avare athinu support cheyyunnu,Homophobic
ഇത് ഒരു വൈകല്യം ആണ് അവർ ജീവിക്കട്ടെ അവർക്ക് ഭയം ആണ് ഞൻ ആണായിട്ടില്ലേ അല്ലങ്കിൽ പെണ്ണ് ആയിട്ടില്ലേ എന്നുള്ള അത് ഉറപ്പിക്കാൻ വേണ്ടിയാണ് ഈ വെച്ച് കെട്ടൽ അത് സാദാരണക്കാർക്ക് അത് അലോഷകരമായി തോന്നും,Transphobic
പ്രതീക്ഷിച്ചതിലും പോസിറ്റീവ് ആയ പ്രതികരണം ആണ് വിഡിയോയിൽ അത്ഭുദം തോന്നുന്നു നിങ്ങൾ ഒരുപാട് നെഗറ്റീവ് ആയത് ഒക്കെ എഡിറ് ചെയ്ത് കളഞ്ഞിട്ടുണ്ടോ,Non-anti-LGBT+ content
daivamjenipichavaru jeevikatte e logathu,Non-anti-LGBT+ content
Thfoooo poyi chaavineda naayintemonmaare oothukale,Homophobic
btb സ്റ്റോറി അത്ര ഏറ്റില്ല  pinne acting ഒക്കെ ആവറേജ് മാത്രം ,Non-anti-LGBT+ content
MSR talk പരിഹാരം ഒന്നുമില്ല സുഹൃത്തേ,Non-anti-LGBT+ content
Avar transgenders elle pinne enthine ee paniku nilkunnathu apol ellavarum chodikum ethrayennu athu ningaluda thozhilelle,Non-anti-LGBT+ content
കവികളെല്ലാം പ്രണയത്തിൻ വരികൾ രചിച്ചത് തന്റെ എതിർ ലിംഗത്തിലെ ഇണയെ വർണ്ണിച്ചു കൊണ്ടാണ് സ്വവർഗ്ഗിയെ അല്ല,Non-anti-LGBT+ content
Negal patnare nokunudo,Non-anti-LGBT+ content
Akshay kkkkkk divorced ayath gay ayath kondala he compatibility illatha kondan,Non-anti-LGBT+ content
Very good content chechiplzz do these kind of informative videosnmmda societykk maari chindikunnavareyum abhipraym dharya samedam thurannu parayunnavareyum aanu avasym,Non-anti-LGBT+ content
shmee avare kandal mikkavarum parayuka aanum pennum ketta vargam  allenkil 9 ennഒക്കെ  അല്ലേ athaanu avarku ettavum apamankaram,Transphobic
Just like you said Ignorance thanneyaanu ivarude prashnam,Non-anti-LGBT+ content
vivaham ennathu vikaarangalum vichaarangalum theerkan ullathaano atho manushya varghathinde nilanilpinuvendiyaano LGBT is an agenda for population control,Homophobic
കാമത്തിന് കണ്ണില്ല എന്നാണ് പറയാറ് അതെ അത് ആ മനുഷ്യന്റെ അതേ വർഗത്തിൽ ആണെന്കിലും ആണും ആണും  പെണ്ണും പെണ്ണും  ഒത്തുവന്നാൽ മടികാണിക്കില്ല മനുഷ്യൻ ഒരു പ്രാവശ്യം അവൻ അനുഭവിക്കുന്ന അനുരാഗം അതിൽ അവനറിയാതെ addiction ആയിമാറുന്നു പിന്നീട് യാഥാർഥ്യ ജീവിതത്തിലേക്കു അവൻ തിരിഞ്ഞു നോക്കുമ്പോൾ ഇത്രനാളും പ്രകൃതിരഹിത സുഖത്തിൽ കഴിഞ്ഞ അവനു അതിനെക്കളും സുഖമായി വേറെ ഒന്നിനോടും തോന്നാതെ വരുന്നു അത് തന്നെയാണ് ഇവിടെ സംഭവിച്ചതും,Non-anti-LGBT+ content
ഓ പിന്നെ നീ പാതിരാക്ക് സിറ്റിയിൽ രാമായണം വായിക്കാൻ ഇറങ്ങിയത് ആവും അല്ലെ,Non-anti-LGBT+ content
Get Roast with Gaya3 നിങ്ങൾ നിരീശ്വരവാദി ആണോ,Non-anti-LGBT+ content
ഇത് കണ്ട് ദഹനക്കേട് ഉണ്ടായ വർ ഇവിടെ Like അടിച്ച് തകർക്കുവിൻ ആർമാധിപ്പുവിൻ,Non-anti-LGBT+ content
Azi Bro enthanu sahodhara ningal manushyavargathil kandatullath,Non-anti-LGBT+ content
Make up illankil pennine aanu pennu aayit thonnuka aaninu pennu aaknel makeup aavshyamanu,Transphobic
കുന്ദൻ mare thallan mumbilundavaa,Homophobic
Avarkathu pattilla hormone changes I think oru vaikalyam pole alllathe ningal karuthum polalla,Non-anti-LGBT+ content
ഇവർക്ക് ആണായി ജീവിച്ചാൽ pora ഗോഡ് തന്ന pola,Non-anti-LGBT+ content
മാനസിക വൈകൃതം ആകുന്നത് സഹൂദിയിലെ കാട്ടറബി ശരിയത്തിൽ ആണ് ഇത് സ്ഥലം ഇന്ത്യയാണ് ഇവിടുത്തെ നിയമം ഇന്ത്യൻ ഭരണഘടനയാണ് അത് പ്രകാരം സ്വവർഗാനുരാഗം സ്വാഭാവികമായ ജൈവികാവസ്ഥയാണ് ഇന്ത്യയിൽ ഹോമോസെക്ഷ്വൽ ഹെറ്ററോസെക്ഷ്വൽ ബൈസെക്ഷ്വൽ പാൻസെക്ഷ്വൽ ഇന്റർസെക്ഷ്വൽ അസെക്ഷ്വൽ ട്രാൻസ്ജെന്റർ ഇത് ഓരോന്നും എന്താണ് എന്നറിയാൻ ഗൂഗിളിൽ തിരഞ്ഞു നോക്കുക അടക്കമുള്ള ലിംഗ ലൈംഗിക വൈവിധ്യങ്ങളിൽ എല്ലാം പെട്ട ആളുകൾക്ക് അവർക്കിഷ്ടപ്പെട്ട പങ്കാളിക്കൊപ്പം ജീവിക്കാം അതിന് ഒരു തടസവുമില്ല,Non-anti-LGBT+ content
ഇപ്രകാരം തന്നെയായിരിക്കും മനുഷ്യപുത്രന്‍ വെളിപ്പെടുന്ന ദിവസത്തിലും ,Non-anti-LGBT+ content
E kalathum engane chinthikunna ningale athu doctre kanikanam,Non-anti-LGBT+ content
ഈ മൂത്തോൻ തന്നെ ഒരു മാജിക്ക ,Non-anti-LGBT+ content
chanthupottukal mairukale nattilninnum adichu odikkanam,Transphobic
Aneesha Anju താങ്കളെ പറഞ്ഞിട്ട് കാര്യം ഇല്ലതലയിൽ കള്ളി മണ്ണ് കൊണ്ട് നടന്ന് അത് അലങ്കാരവും ആക്കി നടക്കുന്ന താങ്കളോട് എന്ത് പറയാനാണ് കഷ്ടം100 സാക്ഷരതാ കേരളത്തിൽ ഇന്നും ഇങ്ങനെ കുറേ ആളുകൾ ഉണ്ടല്ലോവിശ്വാസം ആകാംഅന്ധ വിശ്വാസം ആകരുത്ഏത് മത പുസ്തകം ആണെങ്കിലും അതിനെ കണ്ണടച്ച് വിശ്വാസിക്കുന്നത് അത്ര നല്ലതല്ല,Non-anti-LGBT+ content
ആ കാര്യത്തിൽ സ്വവർഗാനുരാഗികളെ മാത്രം ഉൾപ്പെടുത്തണ്ട എല്ലാ ഞരമ്പുരോഗികളെയും ചേർത്ത് പറ അപ്പൊ പെണ്ണിനെയും ചെറിയ പെണ്കുട്ടികളെയും കേറി പിടിക്കുന്നവൻ നല്ലവനാണോ,Non-anti-LGBT+ content
നിന്റെ കൊതം പൊളിക്കും എന്നു പേടിച്ചാണോ ,Non-anti-LGBT+ content
Athe Muhammed nabi 6 vayassukaariye peedippichu enn etra perkkariyaam,Non-anti-LGBT+ content
Thrissur ലേക്ക് വന്ന് കളിക്കാൻ നിന്നപ്പോൾ വേണ്ടത് കിട്ടി,Non-anti-LGBT+ content
Jayasree Babu അമ്മച്ചിക്ക് ഇഷ്ടപ്പെട്ടില്ല എന്ന് തോന്നുന്നു പറഞ്ഞത്,Non-anti-LGBT+ content
ആ സ്ഥിതിക്ക് ആരാണ് ശേരിക്കും പ്രെകൃതി വിരുദ്ധർ പ്രെകൃതിയിൽ തന്നെയുള്ള homosexuality യോ അതോ മനുഷ്യരിൽ മാത്രം കാണുന്ന homophobia യോ Homophobics thanne alle sherikkum prekruthi virudhar ,Homophobic
Ninne aanu chikisikkendath,Non-anti-LGBT+ content
Pottan aanenn manasilayi but dont try to prove ut in public,Non-anti-LGBT+ content
വിവരം ഇല്ലാത്ത ഊളെ gays ഒരിക്കലും പെൺകുട്ടികളെ പീഡിപ്പിക്കില്ല കുറച്ചെങ്കിലും അറിവുനേടാൻ നോക്ക് മറ്റുള്ളവരെ ചുഴിഞ് കുത്താൻ നില്കാതെ,Non-anti-LGBT+ content
മീശേം താടിയും വളർത്തിട്ട് കാര്യം ഇല്ലാ ആണുങ്ങളെ പോലെ ജീവിക്കാഡോ ആണുങ്ങളുടെ വില കളയാൻ ആയിട്ട് ഇറങ്ങിക്കോളും,Homophobic
Amal krishna  cheriya oru percentage aalukalude karyam enik nokkenda avasyam illa avark ishtamullath avarode ishtam ullavarkku matram alle Akan pattullu allathe Normal Aya aale interested Akan pattuo,Non-anti-LGBT+ content
Get Roast with Gaya3 അപ്പൊ സുടാപ്പി മത prebashanam ഒന്നും കേൾക്കാറില്ലേ,Non-anti-LGBT+ content
shahaban കൊച്ചി nee anubavikkathad vallathum indo  Mone ninak nalla njaramb rogamundpoyoru doctore kaneda chekka,Non-anti-LGBT+ content
Nikhil Vasudev നിന്റെ അച്ഛനെ ആണോ മൈരേ ഞാൻ കുണ്ടനടിച്ചത് നിനക്ക് ഇത്ര പൊള്ളാൻ ,Non-anti-LGBT+ content
MIDHUN S kurach vivaram vechoode Gaysine thalli kollano Avarum manushyar alle ninne pole Elllavaeryum oru pole kandude,Non-anti-LGBT+ content
ഇവർ അയി അവരെ പാടായി,Non-anti-LGBT+ content
ithonnum oru kunthavum alla normal anennu paranju Abhimanathode varunna alukalude kathakalum pratheekshikunnuathre ullu,Non-anti-LGBT+ content
ഗായത്രി ചേച്ചിനിങ്ങൾ അടിപൊളി ആണ്,Non-anti-LGBT+ content
Mikyathum theeta sangikalum sudappikalum aan,Non-anti-LGBT+ content
Appo sexual orientation study synopsis submit cheyyunnavarkethire vadhabeeshani varunnathokke enthinaa Let them do their job,Non-anti-LGBT+ content
മനുഷ്യർക്കു പ്രാന്ത് ആയാൽ എന്താ ചെയ്യുക ഒരു സൈക്യാട്രിസ്റ്റിനെ കണ്ടു ട്രീറ്റ്മെന്റ് ചെയ്യുകയാണ് വേണ്ടത് ഇത്തരം തോന്നിവാസത്തിനു ദയവു ചെയ്തു ആരും കൂട്ടു നിൽക്കരുതേ സഹോദരൻമാരെ,Homophobic
Requesting you that please consider the Bio Psycho Social approachഅടിച്ചുപൊളിച്ചു നടക്കുന്ന ആളുകൾ ഉണ്ട്‌ പക്ഷെ വിഷാദത്തിൽ കടന്നു പോകുന്ന ഒരാളോട് അതെങ്ങനെ പറയാൻ കഴിയും സുഹൃത്തേ  Thanks for watching,Non-anti-LGBT+ content
എന്ത് കൊണ്ട് മൃഗങ്ങളിൽ ഈ പ്രതിപാസം കണ്ടുവരുന്നില്ല so മനുഷ്യരെക്കാളും അവരാണോ കുറച്ചു കൂടിം ബെറ്റർ,Non-anti-LGBT+ content
Trueatlast someone stood up for themv should remember that majority is not right alwayslets live and let live അറിവില്ലായ്മ ആവാം പക്ഷെ അത് ഒരു അലങ്കാരമായി കൊണ്ട് നടക്കുമ്പോഴാണ് പ്രശ്നം,Non-anti-LGBT+ content
Evarum manushyaranu so kaliyakaruth orikal namukum kuttikal endakum apo ethupole ayale namuk avar anubhavicha vichamam manasilaku,Non-anti-LGBT+ content
Public nte chinthagathi mosham aavan ulla main kaaranam ath exploit chyunnathaan Am i right,Non-anti-LGBT+ content
Show full kand,Non-anti-LGBT+ content
Aneesha Anju എന്നാൽ താൻ പറ എന്താണ് മനുഷ്യന്ടെ സംസ്ക്കാരം,Non-anti-LGBT+ content
ഇതിന്റെ ആവിശ്യം ഇല്ല ഇവർ ക്കു സ്‌ത്രൈണ സ്വഭാവം വരുന്ന സമയം ആ പ്രായം കൃത്യ മായ ചികിത്സാ ബോധ വൽക്കരണം കൊടുക്കണം തുടക്കം മുതൽ ആണെകിൽ ഇത്തരം ആളുകൾ സമൂഹത്തിൽ ഉണ്ടാകില്ല അതാണ് ഗവണ്മെന്റ് ചെയേണ്ടത് തുടക്കം മുതൽ ആളുകൾ ഇതിന് തയ്യാർ ആവണം,Transphobic
Ee naadu nannaavanamenkil ninnepolullavar chaakanam Avarku jeevikan avakasham undu Avar ningal veetilninnum Jayati varunnillallo Ningalum athupole thanksabate upadravikkathirikkuka,Non-anti-LGBT+ content
akhil a കാണാമെടോ പുന്നാര മോനെ,Non-anti-LGBT+ content
